customer_id,risk_segment,churn_probability,likely_drivers,recommended_action,retention_priority
1853-UDXBW,high,0.8144,general_engagement,Contact within 48 hours. Primary playbook: Run a customer success review.,1
9895-VFOXH,medium,0.4944,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
5458-CQJTA,low,0.0260,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
1230-QAJDW,medium,0.4052,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
5701-ZIKJE,low,0.2244,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
5219-YIPTK,medium,0.5430,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
5032-MIYKT,high,0.7557,general_engagement,Contact within 48 hours. Primary playbook: Run a customer success review.,1
7396-VJUZB,low,0.3352,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
9717-QEBGU,medium,0.6289,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
5172-RKOCB,low,0.0359,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
6509-TSGWN,low,0.0741,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
3540-RZJYU,medium,0.4098,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
3178-CIFOT,low,0.0300,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
2091-MJTFX,low,0.1162,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
4530-NDRKU,low,0.0266,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
5985-TBABQ,low,0.0814,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
9800-ONTFE,low,0.3844,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
6743-HHQPF,low,0.1940,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
8455-HIRAQ,low,0.2681,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
6616-AALSR,low,0.1081,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
0883-EIBTI,low,0.1094,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
9415-ZNBSX,low,0.0244,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
4018-KJYUY,low,0.0769,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
0722-TROQR,medium,0.6736,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
7571-YXDAD,medium,0.5098,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
3884-UEBXB,low,0.0357,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
8780-RSYYU,low,0.0403,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
5537-UXXVS,low,0.0379,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
1791-PQHBB,low,0.3862,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
8701-DGLVH,low,0.0118,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
8741-LQOBK,low,0.1059,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
3393-FMZPV,high,0.7392,general_engagement,Contact within 48 hours. Primary playbook: Run a customer success review.,1
8082-GHXOP,low,0.1731,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
6402-ZFPPI,medium,0.6146,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
0980-FEXWF,low,0.0589,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
7486-KSRVI,low,0.3691,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
3011-WQKSZ,low,0.1234,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
8443-WVPSS,high,0.8355,general_engagement,Contact within 48 hours. Primary playbook: Run a customer success review.,1
3006-XIMLN,high,0.7385,general_engagement,Contact within 48 hours. Primary playbook: Run a customer success review.,1
8218-FFJDS,low,0.0109,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
1986-PHGZF,low,0.2698,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
9965-YOKZB,high,0.7546,general_engagement,Contact within 48 hours. Primary playbook: Run a customer success review.,1
0504-HHAPI,low,0.3030,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
9360-OMDZZ,medium,0.5865,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
6305-YLBMM,low,0.2537,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
0345-XMMUG,low,0.1952,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
8024-XNAFQ,low,0.0501,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
3647-GMGDH,medium,0.4235,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
2988-GBIVW,low,0.3447,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
2832-SCUCO,low,0.1758,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
7036-ZZKBD,low,0.1087,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
3791-LGQCY,low,0.3637,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
0265-PSUAE,medium,0.4396,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
0463-TXOAK,low,0.0139,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
0594-UFTUL,low,0.0846,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
9509-MPYOD,low,0.0252,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
9128-CPXKI,low,0.0829,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
0129-KPTWJ,low,0.2160,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
8166-ZZTFS,low,0.0611,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
5855-EIBDE,low,0.1411,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
5365-LLFYV,medium,0.5611,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
5956-YHHRX,high,0.7152,general_engagement,Contact within 48 hours. Primary playbook: Run a customer success review.,1
6008-NAIXK,low,0.1565,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
2956-GGUCQ,medium,0.4575,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
1928-BXYIV,medium,0.5749,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
5760-FXFVO,medium,0.6929,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
6595-COKXZ,medium,0.5727,general_engagement,Send targeted intervention before renewal risk increases. Suggested playbook: Run a customer success review.,2
0961-ZWLVI,low,0.2353,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
5181-OABFK,low,0.0187,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
4007-NHVHI,low,0.3738,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
7816-VGHTO,low,0.0330,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
5871-DGTXZ,low,0.0259,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
7550-WIQVA,low,0.2929,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
7544-ZVIKX,low,0.2587,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
0016-QLJIS,low,0.0183,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
7508-DQAKK,low,0.0180,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
5176-OLSKT,low,0.0178,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
9356-AXGMP,low,0.2474,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
3556-BVQGL,low,0.0388,general_engagement,No immediate intervention required. Keep in standard lifecycle nurture and monitor monthly.,3
